Small_Small, 100, 7.7, 0.7
Small_Small, 400, 9.0, 0.37
Big_Big, 100, 6.5, 0.7
Big_Big, 400, 8.8, 1.04
Big_Small, 100, 9.3, 1.69
Big_Small, 400, 10.7, 0.53
